,Topic,Words,Frequency,Timestamp
345,113,"water, drinking, fwcr, laterals, expansion",3,2012-01-01 00:00:00.000
346,120,"reservoir, flood, pre, boreal, net",1,2012-01-01 00:00:00.000
347,123,"information, green, iss, research, agenda",1,2012-01-01 00:00:00.000
348,125,"pulp, book, mill, paper, paperback",1,2012-01-01 00:00:00.000
349,126,"coffee, agroforestry, inputs, pruning, management",1,2012-01-01 00:00:00.000
350,137,"streamflow, gcms, ensemble, colorado, basin",1,2012-01-01 00:00:00.000
351,140,"aluminum, neutrality, tonnes, metric, aluminium",1,2012-01-01 00:00:00.000
352,148,"pg, vol, space, urban, reimagining",1,2012-01-01 00:00:00.000
353,161,"uncertainty, beer, wine, decision, lca",1,2012-01-01 00:00:00.000
354,166,"groundwater, irrigation, iran, irrigated, swap",1,2012-01-01 00:00:00.000
355,-1,"pcrs, sbd, carbon, product, time",33,2012-07-01 14:24:00.000
356,0,"wheat, maize, kg, gm, ha",5,2012-07-01 14:24:00.000
357,1,"beef, dairy, milk, farm, production",14,2012-07-01 14:24:00.000
358,2,"building, detached, house, ventilation, construction",6,2012-07-01 14:24:00.000
359,3,"reverse, logistics, model, recover, employs",1,2012-07-01 14:24:00.000
360,4,"utility, planning, discrete, electric, storage",1,2012-07-01 14:24:00.000
361,5,"tbif, delhi, trans, cities, boundary",1,2012-07-01 14:24:00.000
362,6,"centers, forte, data, cloud, computing",2,2012-07-01 14:24:00.000
363,7,"plextek, facebook, revealed, european, project",2,2012-07-01 14:24:00.000
364,11,"wastewater, treatment, sludge, uasb, recovery",5,2012-07-01 14:24:00.000
365,12,"msw, collection, waste, municipal, solid",3,2012-07-01 14:24:00.000
366,14,"networks, heterogeneous, homogeneous, traffic, macro",1,2012-07-01 14:24:00.000
367,18,"ambulance, australian, care, health, services",3,2012-07-01 14:24:00.000
368,19,"tq, tread, tires, tire, ib",1,2012-07-01 14:24:00.000
369,20,"textile, recycling, recycle, textiles, clothing",1,2012-07-01 14:24:00.000
370,22,"mis, surgery, united, minimally, states",1,2012-07-01 14:24:00.000
371,25,"sulphuric, geopolymer, pozzolana, portland, sodium",1,2012-07-01 14:24:00.000
372,29,"wood, cork, forest, tree, prefecture",6,2012-07-01 14:24:00.000
373,30,"mrio, output, input, embodied, global",4,2012-07-01 14:24:00.000
374,31,"track, laser, cladding, rail, worn",1,2012-07-01 14:24:00.000
375,34,"external, greece, plants, electricity, cost",2,2012-07-01 14:24:00.000
376,35,"ethanol, rooc, shadow, plants, corn",1,2012-07-01 14:24:00.000
377,41,"packaging, retort, tuna, canned, carton",2,2012-07-01 14:24:00.000
378,43,"wind, offshore, farms, thirds, respondents",2,2012-07-01 14:24:00.000
379,53,"fibrecement, clinker, clinkers, kilns, esteemed",1,2012-07-01 14:24:00.000
380,54,"drug, nhs, cutting, crucial, reducing",1,2012-07-01 14:24:00.000
381,55,"footprints, tools, definitions, overview, unclearly",1,2012-07-01 14:24:00.000
382,56,"scope, companies, consumer, goods, corporate",2,2012-07-01 14:24:00.000
383,65,"reforming, smr, drm, methane, steam",1,2012-07-01 14:24:00.000
384,74,"dialysis, patients, commuting, facilities, distance",2,2012-07-01 14:24:00.000
385,76,"hockey, sport, parents, aaa, ice",1,2012-07-01 14:24:00.000
386,77,"household, urban, intensities, ecf, quota",1,2012-07-01 14:24:00.000
387,84,"cooling, exergy, hot, heat, cooled",1,2012-07-01 14:24:00.000
388,89,"guide, maritime, calculating, autoritat, portuaria",1,2012-07-01 14:24:00.000
389,108,"optical, transceivers, networks, access, internet",1,2012-07-01 14:24:00.000
390,111,"oils, fcc, oil, feedstocks, derived",1,2012-07-01 14:24:00.000
391,114,"labeling, labels, multistakeholder, product, proliferated",1,2012-07-01 14:24:00.000
392,118,"palm, kernel, oil, crushing, mill",1,2012-07-01 14:24:00.000
393,127,"mrt, mining, pgms, metal, rhenium",1,2012-07-01 14:24:00.000
394,136,"copper, mine, smelting, australia, lca",1,2012-07-01 14:24:00.000
395,142,"piece, ceramic, earthenware, firing, biscuit",1,2012-07-01 14:24:00.000
396,151,"infrastructure, water, expansion, multiobjective, stormwater",1,2012-07-01 14:24:00.000
397,156,"desalination, solar, msf, water, ro",2,2012-07-01 14:24:00.000
398,160,"dental, dentistry, travel, clinics, nhs",1,2012-07-01 14:24:00.000
399,173,"ejection, vapour, solar, cooling, compression",1,2012-07-01 14:24:00.000
400,-1,"carbon, energy, footprint, water, life",103,2012-12-31 04:48:00.000
401,0,"maize, soil, crop, wheat, sole",16,2012-12-31 04:48:00.000
402,1,"milk, dairy, livestock, farm, feed",25,2012-12-31 04:48:00.000
403,2,"building, construction, buildings, embodied, crane",18,2012-12-31 04:48:00.000
404,3,"supply, chain, logistics, suppliers, management",12,2012-12-31 04:48:00.000
405,4,"bipv, power, usage, grid, demand",4,2012-12-31 04:48:00.000
406,5,"city, cities, urban, province, guangdong",11,2012-12-31 04:48:00.000
407,6,"cloud, centers, computing, data, center",14,2012-12-31 04:48:00.000
408,7,"concepts, preface, definitions, implementation, analysis",6,2012-12-31 04:48:00.000
409,8,"fibres, concrete, beams, flexural, shear",3,2012-12-31 04:48:00.000
410,9,"tourism, tourist, croatia, tourists, externalities",5,2012-12-31 04:48:00.000
411,10,"travel, transport, classifiers, mode, mobility",6,2012-12-31 04:48:00.000
412,11,"wastewater, treatment, sludge, nitrous, biogas",9,2012-12-31 04:48:00.000
413,12,"msw, waste, incineration, landfill, municipal",4,2012-12-31 04:48:00.000
414,13,"settlements, uk, human, territorial, household",1,2012-12-31 04:48:00.000
415,14,"networks, cellular, mobile, femtocell, traffic",10,2012-12-31 04:48:00.000
416,15,"oligomers, acrylated, soy, biocarriers, polymers",3,2012-12-31 04:48:00.000
417,16,"university, universities, campus, utm, faculty",5,2012-12-31 04:48:00.000
418,17,"pyramid, foods, barilla, nutrition, menu",1,2012-12-31 04:48:00.000
419,18,"healthcare, theater, cornwall, bottom, patient",1,2012-12-31 04:48:00.000
420,19,"pavement, rap, asphalt, road, allocation",5,2012-12-31 04:48:00.000
421,20,"shoes, leather, footwear, manufacturing, bra",3,2012-12-31 04:48:00.000
422,21,"experiment, pay, choice, attributes, real",2,2012-12-31 04:48:00.000
423,25,"opc, geopolymer, concrete, ordinary, liberated",1,2012-12-31 04:48:00.000
424,26,"wine, som, vineyard, soil, cf",2,2012-12-31 04:48:00.000
425,28,"biodiesel, halon, petrodiesel, engines, combustion",2,2012-12-31 04:48:00.000
426,29,"phytophthora, forest, species, tree, streetscapes",2,2012-12-31 04:48:00.000
427,30,"mrio, inputoutput, trade, io, ee",6,2012-12-31 04:48:00.000
428,31,"welding, forming, shielding, steel, sheets",4,2012-12-31 04:48:00.000
429,32,"tracking, roll, tilt, modules, pv",2,2012-12-31 04:48:00.000
430,33,"pozzolan, aanp, alumina, alkali, geopolymer",1,2012-12-31 04:48:00.000
431,34,"rdd, fr, gtap, dne, nuclear",1,2012-12-31 04:48:00.000
432,35,"biofuels, sugarcane, piracicaba, ammonium, ethanol",2,2012-12-31 04:48:00.000
433,37,"conference, scientific, thankfully, crucially, humankind",1,2012-12-31 04:48:00.000
434,38,"students, learning, curriculum, teaching, design",6,2012-12-31 04:48:00.000
435,41,"packaging, liquor, bottle, glass, aroused",1,2012-12-31 04:48:00.000
436,42,"desalination, ro, osmosis, seawater, reverse",2,2012-12-31 04:48:00.000
437,43,"wind, turbines, owfs, offshore, vibrations",4,2012-12-31 04:48:00.000
438,44,"oil, eor, reservoir, recovery, co",3,2012-12-31 04:48:00.000
439,48,"melon, food, exported, agri, acu",3,2012-12-31 04:48:00.000
440,49,"seafood, fishing, fisheries, barnacles, goose",3,2012-12-31 04:48:00.000
441,50,"tablet, pharmaceutical, api, batch, dp",1,2012-12-31 04:48:00.000
442,52,"steel, coke, cokemaking, mill, scrap",2,2012-12-31 04:48:00.000
443,55,"evolving, numbers, uniform, come, countries",1,2012-12-31 04:48:00.000
444,56,"taxonomy, taxes, tradable, companies, label",1,2012-12-31 04:48:00.000
445,57,"electronics, media, sectors, manufacture, electronic",1,2012-12-31 04:48:00.000
446,59,"printing, cewe, aspects, advertising, picture",1,2012-12-31 04:48:00.000
447,60,"coal, smc, pyrolysis, mushroom, biomass",1,2012-12-31 04:48:00.000
448,63,"ethanol, soec, colelectrolysis, recycling, syngas",1,2012-12-31 04:48:00.000
449,64,"photocatalyst, splitting, gan, photocatalytic, zno",1,2012-12-31 04:48:00.000
450,69,"machining, toolpaths, machine, aerospace, cutting",2,2012-12-31 04:48:00.000
451,73,"cataract, surgery, eye, cardiff, procurement",1,2012-12-31 04:48:00.000
452,74,"hd, satellite, haemodialysis, dialysis, victoria",1,2012-12-31 04:48:00.000
453,76,"pay, marathon, oceans, sport, greener",1,2012-12-31 04:48:00.000
454,80,"cleaner, initiatives, friendlier, proposals, cp",1,2012-12-31 04:48:00.000
455,85,"vrb, vanadium, redox, unsw, battery",1,2012-12-31 04:48:00.000
456,86,"cement, firing, portland, ton, output",1,2012-12-31 04:48:00.000
457,87,"freight, transport, ifts, road, transportation",2,2012-12-31 04:48:00.000
458,89,"shipping, greece, passenger, domestic, insular",1,2012-12-31 04:48:00.000
459,95,"lighting, retrofit, oleds, halide, light",2,2012-12-31 04:48:00.000
460,97,"git, airline, hrm, green, follower",2,2012-12-31 04:48:00.000
461,100,"coal, accidents, deaths, china, opinions",1,2012-12-31 04:48:00.000
462,104,"drying, particulates, dryers, particulate, advances",1,2012-12-31 04:48:00.000
463,105,"broadband, network, proportionality, networks, bundled",3,2012-12-31 04:48:00.000
464,108,"optical, wavelength, rwa, networks, assignment",1,2012-12-31 04:48:00.000
465,111,"transesterification, diffusion, heterogeneously, biodiesel, catalysed",1,2012-12-31 04:48:00.000
466,113,"water, gabions, inflatable, dam, bay",3,2012-12-31 04:48:00.000
467,114,"bra, label, labelling, authentication, summit",2,2012-12-31 04:48:00.000
468,123,"petri, software, iifecycle, simulation, nets",1,2012-12-31 04:48:00.000
469,124,"passengers, offset, desires, schemes, airlines",1,2012-12-31 04:48:00.000
470,125,"pulp, risk, china, paper, wood",1,2012-12-31 04:48:00.000
471,128,"biogas, digestate, manure, digestion, maize",1,2012-12-31 04:48:00.000
472,131,"ship, fleet, efficiency, objectives, operating",1,2012-12-31 04:48:00.000
473,137,"vulnerability, lvv, water, demand, population",2,2012-12-31 04:48:00.000
474,141,"gas, blast, furnace, waste, allocation",1,2012-12-31 04:48:00.000
475,151,"waterworks, potable, water, desalination, stormwater",1,2012-12-31 04:48:00.000
476,157,"urban, agriculture, multifunctional, sprawl, population",1,2012-12-31 04:48:00.000
477,-1,"greywater, energy, rdx, footprint, consumption",51,2013-07-01 19:12:00.000
478,0,"tillage, soybean, rct, wheat, wct",6,2013-07-01 19:12:00.000
479,1,"milk, dairy, farm, kg, beef",10,2013-07-01 19:12:00.000
480,2,"sectoral, renovation, building, stock, dubai",2,2013-07-01 19:12:00.000
481,3,"chain, supply, fashion, sourcing, tax",7,2013-07-01 19:12:00.000
482,5,"gis, local, municipality, referencing, actions",1,2013-07-01 19:12:00.000
483,6,"cloud, migration, computing, renewable, centers",1,2013-07-01 19:12:00.000
484,9,"tourism, hajj, religious, holiday, package",3,2013-07-01 19:12:00.000
485,11,"aeration, wastewater, sludge, treatment, membrane",2,2013-07-01 19:12:00.000
486,12,"elfm, waste, landfill, incineration, msw",5,2013-07-01 19:12:00.000
487,13,"grounded, empirically, italy, household, cita",1,2013-07-01 19:12:00.000
488,14,"mts, bs, networks, cellular, mobile",3,2013-07-01 19:12:00.000
489,15,"bionanocomposites, biobased, plastics, nanofillers, biomedical",1,2013-07-01 19:12:00.000
490,16,"university, universities, shenyang, campus, scope",2,2013-07-01 19:12:00.000
491,18,"counselling, cessation, smoking, message, text",1,2013-07-01 19:12:00.000
492,19,"road, highway, pavement, changer, asphalt",4,2013-07-01 19:12:00.000
493,21,"minced, meat, fat, consumer, pay",1,2013-07-01 19:12:00.000
494,23,"fiber, pulped, composites, moisture, natural",1,2013-07-01 19:12:00.000
495,26,"wine, viticulture, cf, misinterpretations, pursues",1,2013-07-01 19:12:00.000
496,29,"cork, wood, hwp, harvested, forest",4,2013-07-01 19:12:00.000
497,30,"european, borders, influence, supply, international",1,2013-07-01 19:12:00.000
498,31,"ferritic, weldability, welding, ultrasupercritical, alloys",1,2013-07-01 19:12:00.000
499,32,"silicon, photovoltaic, thin, payback, film",2,2013-07-01 19:12:00.000
500,35,"sugar, cane, sugarcane, gha, biofuels",2,2013-07-01 19:12:00.000
501,37,"phd, conference, attendance, science, note",1,2013-07-01 19:12:00.000
502,40,"informational, movie, recipients, interventions, bottled",1,2013-07-01 19:12:00.000
503,43,"wind, wave, offshore, ims, tenerife",2,2013-07-01 19:12:00.000
504,49,"boats, fish, fishing, caught, craft",1,2013-07-01 19:12:00.000
505,50,"lyophilization, gametes, palladium, cellulases, gamete",3,2013-07-01 19:12:00.000
506,52,"pci, furnace, blast, coke, top",1,2013-07-01 19:12:00.000
507,53,"trays, tray, recycled, plastic, terephthalate",1,2013-07-01 19:12:00.000
508,54,"journeys, patient, footprint, carbon, healthcare",1,2013-07-01 19:12:00.000
509,56,"companies, scope, inventories, ghg, granted",2,2013-07-01 19:12:00.000
510,60,"pyrolysis, coal, microplasma, gasification, rank",2,2013-07-01 19:12:00.000
511,63,"brewer, biorefinery, xylitol, grains, spent",1,2013-07-01 19:12:00.000
512,64,"reaction, photothermochemical, nitrobenzyl, pnbbr, bromide",1,2013-07-01 19:12:00.000
513,65,"metgas, reforming, bi, oxygenation, methanol",1,2013-07-01 19:12:00.000
514,68,"product, design, pfd, skis, ontology",2,2013-07-01 19:12:00.000
515,72,"mgo, microhardness, reactive, carbonation, uptake",1,2013-07-01 19:12:00.000
516,74,"dialysis, time, green, hemodialysis, kidney",1,2013-07-01 19:12:00.000
517,75,"refrigeration, refrigerants, refrigerator, temperatures, transport",1,2013-07-01 19:12:00.000
518,76,"olympic, legacy, games, sport, london",1,2013-07-01 19:12:00.000
519,86,"mtc, conserved, pj, cce, cement",1,2013-07-01 19:12:00.000
520,88,"fermentation, digestion, methane, sludge, waste",1,2013-07-01 19:12:00.000
521,93,"lcc, tf, railway, level, infrastructure",1,2013-07-01 19:12:00.000
522,99,"message, malaysia, peninsular, hydropower, strategy",1,2013-07-01 19:12:00.000
523,108,"optical, routing, ospf, wavelength, network",1,2013-07-01 19:12:00.000
524,109,"teleconsultations, patients, distances, telemedicine, appointment",1,2013-07-01 19:12:00.000
525,111,"catalyst, biodiesel, acidity, methanolysis, wfo",1,2013-07-01 19:12:00.000
526,112,"pond, uasb, recovery, sanitation, wastewater",1,2013-07-01 19:12:00.000
527,113,"drinking, expansion, alternatives, multiattribute, water",1,2013-07-01 19:12:00.000
528,114,"footprinting, labeling, product, exporting, label",1,2013-07-01 19:12:00.000
529,116,"bricks, firing, waste, materials, geopolymerization",1,2013-07-01 19:12:00.000
530,117,"calculators, calculator, concerning, prescriptions, scholarly",1,2013-07-01 19:12:00.000
531,137,"streamflow, oscillations, oscillation, basin, kaidu",1,2013-07-01 19:12:00.000
532,147,"manufacturing, standardized, establishing, manufactured, methodologies",1,2013-07-01 19:12:00.000
533,154,"foil, insulation, reflective, insulating, envelope",1,2013-07-01 19:12:00.000
534,161,"towels, uncertainty, dryers, hshi, hu",1,2013-07-01 19:12:00.000
535,163,"xhybrida, biocontainer, petunia, secondary, gate",1,2013-07-01 19:12:00.000
536,-1,"energy, carbon, co, footprint, water",148,2013-12-31 09:36:00.000
537,0,"crop, rice, production, organic, crops",16,2013-12-31 09:36:00.000
538,1,"milk, dairy, farm, beef, farms",28,2013-12-31 09:36:00.000
539,2,"building, buildings, construction, embodied, village",22,2013-12-31 09:36:00.000
540,3,"supply, chain, routing, profit, gdea",9,2013-12-31 09:36:00.000
541,4,"grid, smart, power, generation, distributed",13,2013-12-31 09:36:00.000
542,5,"china, regional, regions, cities, industrial",9,2013-12-31 09:36:00.000
543,6,"cloud, centers, computing, datacenters, data",17,2013-12-31 09:36:00.000
544,7,"preface, sectors, vol, industrial, volume",2,2013-12-31 09:36:00.000
545,8,"concrete, cement, fines, slag, concretes",4,2013-12-31 09:36:00.000
546,9,"tourism, whale, tourists, watching, vacation",3,2013-12-31 09:36:00.000
547,10,"transport, bus, mobility, transportation, public",6,2013-12-31 09:36:00.000
548,11,"sludge, treatment, wastewater, clarifiers, doc",7,2013-12-31 09:36:00.000
549,12,"waste, composting, municipal, solid, bangalore",4,2013-12-31 09:36:00.000
550,13,"household, households, income, rural, iskandar",4,2013-12-31 09:36:00.000
551,14,"networks, mobile, cellular, wireless, traffic",12,2013-12-31 09:36:00.000
552,15,"polymers, polymerization, biopolymers, nonfood, cellulose",2,2013-12-31 09:36:00.000
553,17,"ghge, nutritional, dietary, diet, dairy",1,2013-12-31 09:36:00.000
554,19,"wma, pavement, pavements, asphalt, asphamina",1,2013-12-31 09:36:00.000
555,20,"leather, dyeing, textile, bovine, finished",3,2013-12-31 09:36:00.000
556,21,"labels, consumers, consumer, wtp, products",4,2013-12-31 09:36:00.000
557,25,"geopolymer, geopolymeric, waterglass, gpc, opc",3,2013-12-31 09:36:00.000
558,26,"wine, biodynamic, viticulture, grape, bottle",2,2013-12-31 09:36:00.000
559,28,"combustion, engine, sesi, lbsi, engines",3,2013-12-31 09:36:00.000
560,29,"tree, survival, planting, growth, trees",1,2013-12-31 09:36:00.000
561,30,"trade, eureapa, embodied, countries, output",3,2013-12-31 09:36:00.000
562,31,"manufacturing, joining, additive, alternate, mass",2,2013-12-31 09:36:00.000
563,32,"pv, silicon, photovoltaic, solar, photovoltaics",4,2013-12-31 09:36:00.000
564,33,"cements, aams, durability, nanostructural, binders",1,2013-12-31 09:36:00.000
565,34,"ccus, california, renewable, electricity, generation",2,2013-12-31 09:36:00.000
566,35,"corn, ethanol, sugar, sugarcane, vintage",4,2013-12-31 09:36:00.000
567,37,"travel, conferences, research, meetings, conference",2,2013-12-31 09:36:00.000
568,38,"lgus, course, learning, education, philippines",2,2013-12-31 09:36:00.000
